"","Year","Month","Year-Month","SOC 2018 3-Digit Minor Group","SOC 2018 3-Digit Minor Group (Name)","Percent","Percent_3ma","N"
"3684",2021,"Jun",2021.41666666667,"41-9000","Other Sales and Related Workers",12.4774848534469,12.1743101779155,30535
"3685",2021,"Jul",2021.5,"41-9000","Other Sales and Related Workers",12.9574970484061,12.5041901464319,27104
"3686",2021,"Aug",2021.58333333333,"41-9000","Other Sales and Related Workers",12.2582265762371,12.56440282603,27867
"3687",2021,"Sep",2021.66666666667,"41-9000","Other Sales and Related Workers",10.2931959050073,11.8363065098835,28718
"3688",2021,"Oct",2021.75,"41-9000","Other Sales and Related Workers",12.1956210354,11.5823478388815,29322
"3689",2021,"Nov",2021.83333333333,"41-9000","Other Sales and Related Workers",12.0031298904538,11.4973156102871,25560
"3690",2021,"Dec",2021.91666666667,"41-9000","Other Sales and Related Workers",12.7563620745195,12.3183710001245,27939
"3691",2022,"Jan",2022,"41-9000","Other Sales and Related Workers",11.0490421193324,11.9361780281019,29179
"3692",2022,"Feb",2022.08333333333,"41-9000","Other Sales and Related Workers",10.7403887122677,11.5152643020399,30511
"3693",2022,"Mar",2022.16666666667,"41-9000","Other Sales and Related Workers",11.2849093204422,11.0247800506808,32477
"3694",2022,"Apr",2022.25,"41-9000","Other Sales and Related Workers",10.0171996432667,10.6808325586588,31396
"3695",2022,"May",2022.33333333333,"41-9000","Other Sales and Related Workers",10.08642796087,10.4628456415263,31587
"3696",2022,"Jun",2022.41666666667,"41-9000","Other Sales and Related Workers",10.3432063939821,10.1489446660396,29778
"3697",2022,"Jul",2022.5,"41-9000","Other Sales and Related Workers",10.8646400432827,10.4314247993783,29573
"3698",2022,"Aug",2022.58333333333,"41-9000","Other Sales and Related Workers",10.5414163234996,10.5830875869215,29626
"3699",2022,"Sep",2022.66666666667,"41-9000","Other Sales and Related Workers",9.99900672118664,10.4683543626563,30203
"3700",2022,"Oct",2022.75,"41-9000","Other Sales and Related Workers",10.8359250549951,10.4587826998938,26366
"3701",2022,"Nov",2022.83333333333,"41-9000","Other Sales and Related Workers",12.8305076785798,11.2218131515872,21293
"3702",2022,"Dec",2022.91666666667,"41-9000","Other Sales and Related Workers",12.3007867661892,11.989073166588,19828
"3703",2023,"Jan",2023,"41-9000","Other Sales and Related Workers",12.1103908706284,12.4138951051325,25763
"3704",2023,"Feb",2023.08333333333,"41-9000","Other Sales and Related Workers",13.9053786652276,12.7721854340151,22236
"3705",2023,"Mar",2023.16666666667,"41-9000","Other Sales and Related Workers",12.5811758593818,12.8656484650793,23098
"3706",2023,"Apr",2023.25,"41-9000","Other Sales and Related Workers",12.4222127214859,12.9695890820317,21051
"3707",2023,"May",2023.33333333333,"41-9000","Other Sales and Related Workers",10.3395889186774,11.7809924998484,22380
"3708",2023,"Jun",2023.41666666667,"41-9000","Other Sales and Related Workers",13.8008239297869,12.1875418566501,22332
"3709",2023,"Jul",2023.5,"41-9000","Other Sales and Related Workers",10.9339602479162,11.6914576987935,23395
"3710",2023,"Aug",2023.58333333333,"41-9000","Other Sales and Related Workers",9.33904996391731,11.3579447138735,23557
"3711",2023,"Sep",2023.66666666667,"41-9000","Other Sales and Related Workers",9.04414351037636,9.77238457406996,22744
"3712",2023,"Oct",2023.75,"41-9000","Other Sales and Related Workers",12.52039341817,10.3011956308212,21453
"3713",2023,"Nov",2023.83333333333,"41-9000","Other Sales and Related Workers",12.8672845592585,11.4772738292683,20284
"3714",2023,"Dec",2023.91666666667,"41-9000","Other Sales and Related Workers",14.4018520512544,13.2631766762276,18574
"3715",2024,"Jan",2024,"41-9000","Other Sales and Related Workers",14.3184851518185,13.8625405874438,23976
"3716",2024,"Feb",2024.08333333333,"41-9000","Other Sales and Related Workers",14.6572202542196,14.4591858190975,23995
"3717",2024,"Mar",2024.16666666667,"41-9000","Other Sales and Related Workers",14.5520770097997,14.5092608052793,23062
"3718",2019,"Jan",2019,"43-1000","Supervisors of Office and Administrative Support Workers",3.48942794136723,3.48942794136723,15418
"3719",2019,"Feb",2019.08333333333,"43-1000","Supervisors of Office and Administrative Support Workers",5.63531463840064,4.56237128988394,14906
"3720",2019,"Mar",2019.16666666667,"43-1000","Supervisors of Office and Administrative Support Workers",3.4873417721519,4.20402811730659,15800
"3721",2019,"Apr",2019.25,"43-1000","Supervisors of Office and Administrative Support Workers",3.13100796484482,4.08455479179912,10923
"3722",2019,"May",2019.33333333333,"43-1000","Supervisors of Office and Administrative Support Workers",2.79690709194152,3.13841894297942,16554
"3723",2019,"Jun",2019.41666666667,"43-1000","Supervisors of Office and Administrative Support Workers",4.77986509030246,3.5692600490296,13787
"3724",2019,"Jul",2019.5,"43-1000","Supervisors of Office and Administrative Support Workers",2.52139565503621,3.36605594576006,15190
"3725",2019,"Aug",2019.58333333333,"43-1000","Supervisors of Office and Administrative Support Workers",3.45153664302601,3.58426579612156,16920
"3726",2019,"Sep",2019.66666666667,"43-1000","Supervisors of Office and Administrative Support Workers",3.46220427005193,3.14504552270472,15597
"3727",2019,"Oct",2019.75,"43-1000","Supervisors of Office and Administrative Support Workers",3.19077474249888,3.36817188519227,17864
"3728",2019,"Nov",2019.83333333333,"43-1000","Supervisors of Office and Administrative Support Workers",3.33960489181562,3.33086130145548,14882
"3729",2019,"Dec",2019.91666666667,"43-1000","Supervisors of Office and Administrative Support Workers",2.67540100404065,3.06859354611838,16334
"3730",2020,"Jan",2020,"43-1000","Supervisors of Office and Administrative Support Workers",2.83496262219667,2.94998950601764,17390
"3731",2020,"Feb",2020.08333333333,"43-1000","Supervisors of Office and Administrative Support Workers",2.8553797823404,2.78858113619257,17826
"3732",2020,"Mar",2020.16666666667,"43-1000","Supervisors of Office and Administrative Support Workers",3.8677315028711,3.18602463580272,15151
"3733",2020,"Apr",2020.25,"43-1000","Supervisors of Office and Administrative Support Workers",9.14009439392195,5.28773522637782,8687
"3734",2020,"May",2020.33333333333,"43-1000","Supervisors of Office and Administrative Support Workers",9.13308205276892,7.38030264985399,10347
"3735",2020,"Jun",2020.41666666667,"43-1000","Supervisors of Office and Administrative Support Workers",7.98319327731092,8.75212324133393,12852
"3736",2020,"Jul",2020.5,"43-1000","Supervisors of Office and Administrative Support Workers",7.17948717948718,8.09858750318901,13845
"3737",2020,"Aug",2020.58333333333,"43-1000","Supervisors of Office and Administrative Support Workers",9.2146042784791,8.12576157842574,13229
"3738",2020,"Sep",2020.66666666667,"43-1000","Supervisors of Office and Administrative Support Workers",9.10798827684677,8.50069324493768,13307
"3739",2020,"Oct",2020.75,"43-1000","Supervisors of Office and Administrative Support Workers",8.8059803854331,9.04285764691966,14581
"3740",2020,"Nov",2020.83333333333,"43-1000","Supervisors of Office and Administrative Support Workers",11.675735497556,9.8632347199453,10843
"3741",2020,"Dec",2020.91666666667,"43-1000","Supervisors of Office and Administrative Support Workers",11.5784812928935,10.6867323919609,13551
"3742",2021,"Jan",2021,"43-1000","Supervisors of Office and Administrative Support Workers",11.3688450586846,11.5410206163781,14399
"3743",2021,"Feb",2021.08333333333,"43-1000","Supervisors of Office and Administrative Support Workers",12.9591474245115,11.9688245920299,14075
"3744",2021,"Mar",2021.16666666667,"43-1000","Supervisors of Office and Administrative Support Workers",12.3421478683216,12.2233801171726,18530
"3745",2021,"Apr",2021.25,"43-1000","Supervisors of Office and Administrative Support Workers",11.4451229059026,12.2488060662453,19161
"3746",2021,"May",2021.33333333333,"43-1000","Supervisors of Office and Administrative Support Workers",10.5860972285325,11.4577893342522,19809
"3747",2021,"Jun",2021.41666666667,"43-1000","Supervisors of Office and Administrative Support Workers",12.589436026936,11.540218720457,19008
"3748",2021,"Jul",2021.5,"43-1000","Supervisors of Office and Administrative Support Workers",12.3949462904213,11.8568265152966,17967
"3749",2021,"Aug",2021.58333333333,"43-1000","Supervisors of Office and Administrative Support Workers",12.5090062628166,12.4977961933913,18043
"3750",2021,"Sep",2021.66666666667,"43-1000","Supervisors of Office and Administrative Support Workers",13.0904026923523,12.6647850818634,17234
"3751",2021,"Oct",2021.75,"43-1000","Supervisors of Office and Administrative Support Workers",13.1785010387258,12.9259699979649,18773
"3752",2021,"Nov",2021.83333333333,"43-1000","Supervisors of Office and Administrative Support Workers",14.9129530274828,13.727285586187,18266
"3753",2021,"Dec",2021.91666666667,"43-1000","Supervisors of Office and Administrative Support Workers",12.2579249161528,13.4497929941205,18486
"3754",2022,"Jan",2022,"43-1000","Supervisors of Office and Administrative Support Workers",14.4281815926569,13.8663531787641,20155
"3755",2022,"Feb",2022.08333333333,"43-1000","Supervisors of Office and Administrative Support Workers",16.2456276719782,14.3105780602626,20584
"3756",2022,"Mar",2022.16666666667,"43-1000","Supervisors of Office and Administrative Support Workers",14.9905611807105,15.2214568151152,23308
"3757",2022,"Apr",2022.25,"43-1000","Supervisors of Office and Administrative Support Workers",16.4157674904281,15.8839854477056,22984
"3758",2022,"May",2022.33333333333,"43-1000","Supervisors of Office and Administrative Support Workers",16.2719862719863,15.8927716477083,23310
"3759",2022,"Jun",2022.41666666667,"43-1000","Supervisors of Office and Administrative Support Workers",13.9105494308506,15.5327677310883,22314
"3760",2022,"Jul",2022.5,"43-1000","Supervisors of Office and Administrative Support Workers",13.5147373620945,14.5657576883105,24292
"3761",2022,"Aug",2022.58333333333,"43-1000","Supervisors of Office and Administrative Support Workers",16.2498259941534,14.5583709290328,21551
"3762",2022,"Sep",2022.66666666667,"43-1000","Supervisors of Office and Administrative Support Workers",15.272136474411,15.0122332768863,20927
"3763",2022,"Oct",2022.75,"43-1000","Supervisors of Office and Administrative Support Workers",16.2406086093654,15.9208570259766,21163
"3764",2022,"Nov",2022.83333333333,"43-1000","Supervisors of Office and Administrative Support Workers",15.4432322789321,15.6519924542362,18241
"3765",2022,"Dec",2022.91666666667,"43-1000","Supervisors of Office and Administrative Support Workers",14.4256188416246,15.369819909974,16644
"3766",2023,"Jan",2023,"43-1000","Supervisors of Office and Administrative Support Workers",12.3260202878037,14.0649571361201,16956
"3767",2023,"Feb",2023.08333333333,"43-1000","Supervisors of Office and Administrative Support Workers",12.6187245590231,13.1234545628171,15477
"3768",2023,"Mar",2023.16666666667,"43-1000","Supervisors of Office and Administrative Support Workers",11.6743119266055,12.2063522578108,17440
"3769",2023,"Apr",2023.25,"43-1000","Supervisors of Office and Administrative Support Workers",13.8946218283356,12.729219437988,16474
"3770",2023,"May",2023.33333333333,"43-1000","Supervisors of Office and Administrative Support Workers",11.9859965584762,12.5183101044724,16853
"3771",2023,"Jun",2023.41666666667,"43-1000","Supervisors of Office and Administrative Support Workers",12.1383647798742,12.6729943888953,15900
"3772",2023,"Jul",2023.5,"43-1000","Supervisors of Office and Administrative Support Workers",14.6779558512247,12.9341057298584,16535
"3773",2023,"Aug",2023.58333333333,"43-1000","Supervisors of Office and Administrative Support Workers",12.7929629848279,13.2030945386423,16939
"3774",2023,"Sep",2023.66666666667,"43-1000","Supervisors of Office and Administrative Support Workers",14.4920782851817,13.9876657070781,15022
"3775",2023,"Oct",2023.75,"43-1000","Supervisors of Office and Administrative Support Workers",13.9025257915333,13.7291890205143,14055
"3776",2023,"Nov",2023.83333333333,"43-1000","Supervisors of Office and Administrative Support Workers",12.4314878068155,13.6086972945102,12589
"3777",2023,"Dec",2023.91666666667,"43-1000","Supervisors of Office and Administrative Support Workers",13.9423474023292,13.4254536668927,12107
"3778",2024,"Jan",2024,"43-1000","Supervisors of Office and Administrative Support Workers",12.7379873073436,13.0372741721628,15442
"3779",2024,"Feb",2024.08333333333,"43-1000","Supervisors of Office and Administrative Support Workers",14.7037012067687,13.7946786388138,14833
"3780",2024,"Mar",2024.16666666667,"43-1000","Supervisors of Office and Administrative Support Workers",14.1557193207305,13.8658026116143,15605
"3781",2019,"Jan",2019,"43-2000","Communications Equipment Operators",0.643776824034335,0.643776824034335,932
"3782",2019,"Feb",2019.08333333333,"43-2000","Communications Equipment Operators",0.229357798165138,0.436567311099736,872
"3783",2019,"Mar",2019.16666666667,"43-2000","Communications Equipment Operators",0.810536980749747,0.56122386764974,987
"3784",2019,"Apr",2019.25,"43-2000","Communications Equipment Operators",0.661375661375661,0.567090146763515,756
"3785",2019,"May",2019.33333333333,"43-2000","Communications Equipment Operators",0.3584229390681,0.610111860397836,1116
"3786",2019,"Jun",2019.41666666667,"43-2000","Communications Equipment Operators",0.744416873449132,0.588071824630965,806
"3787",2019,"Jul",2019.5,"43-2000","Communications Equipment Operators",0.524246395806029,0.542362069441087,763
"3788",2019,"Aug",2019.58333333333,"43-2000","Communications Equipment Operators",0.602928509905254,0.623863926386805,1161
"3789",2019,"Sep",2019.66666666667,"43-2000","Communications Equipment Operators",1.46443514644351,0.863870017384933,956
"3790",2019,"Oct",2019.75,"43-2000","Communications Equipment Operators",0.206611570247934,0.757991742198901,968
"3791",2019,"Nov",2019.83333333333,"43-2000","Communications Equipment Operators",1.3745704467354,1.01520572114228,873
"3792",2019,"Dec",2019.91666666667,"43-2000","Communications Equipment Operators",0.759219088937093,0.780133701973474,922
"3793",2020,"Jan",2020,"43-2000","Communications Equipment Operators",3.65853658536585,1.93077537367945,1148
"3794",2020,"Feb",2020.08333333333,"43-2000","Communications Equipment Operators",1.60075329566855,2.00616965665717,1062
"3795",2020,"Mar",2020.16666666667,"43-2000","Communications Equipment Operators",0.99601593625498,2.08510193909646,1004
"3796",2020,"Apr",2020.25,"43-2000","Communications Equipment Operators",1.86915887850467,1.48864270347607,428
"3797",2020,"May",2020.33333333333,"43-2000","Communications Equipment Operators",4.18181818181818,2.34899766552595,550
"3798",2020,"Jun",2020.41666666667,"43-2000","Communications Equipment Operators",3.79746835443038,3.28281513825108,711
"3799",2020,"Jul",2020.5,"43-2000","Communications Equipment Operators",2.47058823529412,3.48329159051423,850
"3800",2020,"Aug",2020.58333333333,"43-2000","Communications Equipment Operators",3.30882352941177,3.19229337304542,816
"3801",2020,"Sep",2020.66666666667,"43-2000","Communications Equipment Operators",2.40202275600506,2.72714484023698,791
"3802",2020,"Oct",2020.75,"43-2000","Communications Equipment Operators",2.85412262156448,2.85498963566043,946
"3803",2020,"Nov",2020.83333333333,"43-2000","Communications Equipment Operators",3.69276218611521,2.98296918789492,677
"3804",2020,"Dec",2020.91666666667,"43-2000","Communications Equipment Operators",2.34948604992658,2.96545695253543,681
"3805",2021,"Jan",2021,"43-2000","Communications Equipment Operators",3.56234096692112,3.20152973432097,786
"3806",2021,"Feb",2021.08333333333,"43-2000","Communications Equipment Operators",3.90173410404624,3.27118704029798,692
"3807",2021,"Mar",2021.16666666667,"43-2000","Communications Equipment Operators",3.00829875518672,3.4907912753847,964
"3808",2021,"Apr",2021.25,"43-2000","Communications Equipment Operators",4.11646586345382,3.67549957422893,996
"3809",2021,"May",2021.33333333333,"43-2000","Communications Equipment Operators",3.03326810176125,3.3860109068006,1022
"3810",2021,"Jun",2021.41666666667,"43-2000","Communications Equipment Operators",2.79441117764471,3.31471504761993,1002
"3811",2021,"Jul",2021.5,"43-2000","Communications Equipment Operators",1.80952380952381,2.54573436297659,1050
"3812",2021,"Aug",2021.58333333333,"43-2000","Communications Equipment Operators",3.45549738219895,2.68647745645582,955
"3813",2021,"Sep",2021.66666666667,"43-2000","Communications Equipment Operators",2.91060291060291,2.72520803410856,962
"3814",2021,"Oct",2021.75,"43-2000","Communications Equipment Operators",2.82752120640905,3.06454049973697,1061
"3815",2021,"Nov",2021.83333333333,"43-2000","Communications Equipment Operators",4.33925049309665,3.3591248700362,1014
"3816",2021,"Dec",2021.91666666667,"43-2000","Communications Equipment Operators",3.1015037593985,3.4227584863014,1064
"3817",2022,"Jan",2022,"43-2000","Communications Equipment Operators",2.93193717277487,3.45756380842334,955
"3818",2022,"Feb",2022.08333333333,"43-2000","Communications Equipment Operators",2.44379276637341,2.82574456618226,1023
"3819",2022,"Mar",2022.16666666667,"43-2000","Communications Equipment Operators",5.37897310513447,3.58490101476092,1227
"3820",2022,"Apr",2022.25,"43-2000","Communications Equipment Operators",3.11111111111111,3.644625660873,1125
"3821",2022,"May",2022.33333333333,"43-2000","Communications Equipment Operators",3.97175639894087,4.15394687172882,1133
"3822",2022,"Jun",2022.41666666667,"43-2000","Communications Equipment Operators",4.66724286949006,3.91670345984735,1157
"3823",2022,"Jul",2022.5,"43-2000","Communications Equipment Operators",3.72516556291391,4.12138827711494,1208
"3824",2022,"Aug",2022.58333333333,"43-2000","Communications Equipment Operators",5.0131926121372,4.46853368151372,1137
"3825",2022,"Sep",2022.66666666667,"43-2000","Communications Equipment Operators",3.72233400402415,4.15356405969175,994
"3826",2022,"Oct",2022.75,"43-2000","Communications Equipment Operators",5.13068731848984,4.62207131155039,1033
"3827",2022,"Nov",2022.83333333333,"43-2000","Communications Equipment Operators",3.96659707724426,4.27320613325275,958
"3828",2022,"Dec",2022.91666666667,"43-2000","Communications Equipment Operators",4.34782608695652,4.48170349423021,851
"3829",2023,"Jan",2023,"43-2000","Communications Equipment Operators",4.67775467775468,4.33072594731849,962
"3830",2023,"Feb",2023.08333333333,"43-2000","Communications Equipment Operators",4.41988950276243,4.48182342249121,905
"3831",2023,"Mar",2023.16666666667,"43-2000","Communications Equipment Operators",4.41932168550874,4.50565528867528,973
"3832",2023,"Apr",2023.25,"43-2000","Communications Equipment Operators",3.06306306306306,3.96742475044474,1110
"3833",2023,"May",2023.33333333333,"43-2000","Communications Equipment Operators",2.84313725490196,3.44184066782459,1020
"3834",2023,"Jun",2023.41666666667,"43-2000","Communications Equipment Operators",4.73098330241187,3.54572787345897,1078
"3835",2023,"Jul",2023.5,"43-2000","Communications Equipment Operators",3.09568480300188,3.5566017867719,1066
"3836",2023,"Aug",2023.58333333333,"43-2000","Communications Equipment Operators",3.84615384615385,3.89094065052253,936
"3837",2023,"Sep",2023.66666666667,"43-2000","Communications Equipment Operators",4.00943396226415,3.65042420380662,848
"3838",2023,"Oct",2023.75,"43-2000","Communications Equipment Operators",2.59259259259259,3.48272680033686,810
"3839",2023,"Nov",2023.83333333333,"43-2000","Communications Equipment Operators",4.60526315789474,3.73576323758383,760
"3840",2023,"Dec",2023.91666666667,"43-2000","Communications Equipment Operators",4.21686746987952,3.80490774012228,664
"3841",2024,"Jan",2024,"43-2000","Communications Equipment Operators",3,3.94071020925808,800
"3842",2024,"Feb",2024.08333333333,"43-2000","Communications Equipment Operators",5.69877883310719,4.3052154343289,737
"3843",2024,"Mar",2024.16666666667,"43-2000","Communications Equipment Operators",4.28061831153389,4.32646571488036,841
"3844",2019,"Jan",2019,"43-3000","Financial Clerks",1.20686549496925,1.20686549496925,38861
"3845",2019,"Feb",2019.08333333333,"43-3000","Financial Clerks",1.14701986754967,1.17694268125946,37750
"3846",2019,"Mar",2019.16666666667,"43-3000","Financial Clerks",1.29122065953055,1.21503534068316,41666
"3847",2019,"Apr",2019.25,"43-3000","Financial Clerks",1.28074669286642,1.23966240664888,28499
"3848",2019,"May",2019.33333333333,"43-3000","Financial Clerks",1.422205804262,1.33139105221966,43313
"3849",2019,"Jun",2019.41666666667,"43-3000","Financial Clerks",1.2856789648636,1.32954382066401,36401
"3850",2019,"Jul",2019.5,"43-3000","Financial Clerks",1.66701251988656,1.45829909633739,28914
"3851",2019,"Aug",2019.58333333333,"43-3000","Financial Clerks",1.23010771754067,1.39426640076361,45118
"3852",2019,"Sep",2019.66666666667,"43-3000","Financial Clerks",1.49368426108256,1.46360149950326,41642
"3853",2019,"Oct",2019.75,"43-3000","Financial Clerks",2.03642494287806,1.58673897383376,45079
"3854",2019,"Nov",2019.83333333333,"43-3000","Financial Clerks",1.91276186620787,1.81429035672283,39524
"3855",2019,"Dec",2019.91666666667,"43-3000","Financial Clerks",2.05988937631127,2.0030253951324,41944
"3856",2020,"Jan",2020,"43-3000","Financial Clerks",1.46963347695213,1.81409490649043,50829
"3857",2020,"Feb",2020.08333333333,"43-3000","Financial Clerks",1.63736466157719,1.7222958382802,48859
"3858",2020,"Mar",2020.16666666667,"43-3000","Financial Clerks",2.20633862701386,1.77111225518106,43511
"3859",2020,"Apr",2020.25,"43-3000","Financial Clerks",9.2037749679311,4.34915941884072,21828
"3860",2020,"May",2020.33333333333,"43-3000","Financial Clerks",9.10792264504055,6.8393454133285,25648
"3861",2020,"Jun",2020.41666666667,"43-3000","Financial Clerks",7.03449129977089,8.44872963758084,32298
"3862",2020,"Jul",2020.5,"43-3000","Financial Clerks",7.97996771111331,8.04079388530825,30351
"3863",2020,"Aug",2020.58333333333,"43-3000","Financial Clerks",8.5939076054065,7.86945553876356,34699
"3864",2020,"Sep",2020.66666666667,"43-3000","Financial Clerks",8.92753060034972,8.50046863895651,30882
"3865",2020,"Oct",2020.75,"43-3000","Financial Clerks",8.62001972681352,8.71381931085658,33457
"3866",2020,"Nov",2020.83333333333,"43-3000","Financial Clerks",12.5505315166941,10.0326939479525,26716
"3867",2020,"Dec",2020.91666666667,"43-3000","Financial Clerks",10.5610561056106,10.5772024497061,28785
"3868",2021,"Jan",2021,"43-3000","Financial Clerks",11.5181490485372,11.5432455569473,35787
"3869",2021,"Feb",2021.08333333333,"43-3000","Financial Clerks",13.8014184397163,11.9602078646214,35250
"3870",2021,"Mar",2021.16666666667,"43-3000","Financial Clerks",9.7413057898228,11.6869577593588,42212
"3871",2021,"Apr",2021.25,"43-3000","Financial Clerks",10.0907003177991,11.2111415157794,43109
"3872",2021,"May",2021.33333333333,"43-3000","Financial Clerks",8.91864688635071,9.58355099799086,45702
"3873",2021,"Jun",2021.41666666667,"43-3000","Financial Clerks",8.88821157272813,9.2991862589593,42652
"3874",2021,"Jul",2021.5,"43-3000","Financial Clerks",9.05765139328525,8.95483661745469,38542
"3875",2021,"Aug",2021.58333333333,"43-3000","Financial Clerks",9.13725490196078,9.02770595599138,38250
"3876",2021,"Sep",2021.66666666667,"43-3000","Financial Clerks",9.55622180806526,9.2503760344371,37023
"3877",2021,"Oct",2021.75,"43-3000","Financial Clerks",10.1969233852783,9.63013336510146,39914
"3878",2021,"Nov",2021.83333333333,"43-3000","Financial Clerks",10.3558637506668,10.0363363146701,39369
"3879",2021,"Dec",2021.91666666667,"43-3000","Financial Clerks",9.90360946881686,10.1521322015873,43469
"3880",2022,"Jan",2022,"43-3000","Financial Clerks",11.1426865179877,10.4673865791571,48561
"3881",2022,"Feb",2022.08333333333,"43-3000","Financial Clerks",12.4439674221857,11.1634211363301,47517
"3882",2022,"Mar",2022.16666666667,"43-3000","Financial Clerks",11.0118298514976,11.532827930557,55622
"3883",2022,"Apr",2022.25,"43-3000","Financial Clerks",11.912013536379,11.7892702700208,50235
"3884",2022,"May",2022.33333333333,"43-3000","Financial Clerks",11.8216693359157,11.5818375745974,53698
"3885",2022,"Jun",2022.41666666667,"43-3000","Financial Clerks",12.6896762603677,12.1411197108875,52326
"3886",2022,"Jul",2022.5,"43-3000","Financial Clerks",11.6899350024999,12.0670935329278,52002
"3887",2022,"Aug",2022.58333333333,"43-3000","Financial Clerks",12.1880792117842,12.1892301582173,51255
"3888",2022,"Sep",2022.66666666667,"43-3000","Financial Clerks",12.887134093273,12.2550494358524,47109
"3889",2022,"Oct",2022.75,"43-3000","Financial Clerks",14.2954390742001,13.1235507930858,47008
"3890",2022,"Nov",2022.83333333333,"43-3000","Financial Clerks",12.9691608893139,13.3839113522624,41830
"3891",2022,"Dec",2022.91666666667,"43-3000","Financial Clerks",13.0821094444154,13.4489031359765,38266
"3892",2023,"Jan",2023,"43-3000","Financial Clerks",13.0520793015955,13.0344498784416,46506
"3893",2023,"Feb",2023.08333333333,"43-3000","Financial Clerks",13.033274869692,13.0558212052343,40481
"3894",2023,"Mar",2023.16666666667,"43-3000","Financial Clerks",14.0075778325573,13.3643106679482,43812
"3895",2023,"Apr",2023.25,"43-3000","Financial Clerks",13.4957092377587,13.512187313336,39620
"3896",2023,"May",2023.33333333333,"43-3000","Financial Clerks",13.3394068710892,13.6142313138017,41711
"3897",2023,"Jun",2023.41666666667,"43-3000","Financial Clerks",13.1362016699463,13.3237725929314,37606
"3898",2023,"Jul",2023.5,"43-3000","Financial Clerks",12.5986121738213,13.0247402382856,37901
"3899",2023,"Aug",2023.58333333333,"43-3000","Financial Clerks",12.7672097814164,12.8340078750613,37377
"3900",2023,"Sep",2023.66666666667,"43-3000","Financial Clerks",14.1787904292413,13.181537461493,33268
"3901",2023,"Oct",2023.75,"43-3000","Financial Clerks",12.8743619703585,13.2734540603387,32522
"3902",2023,"Nov",2023.83333333333,"43-3000","Financial Clerks",12.4670229317459,13.1733917771153,29566
"3903",2023,"Dec",2023.91666666667,"43-3000","Financial Clerks",13.9047366326124,13.0820405115723,30148
"3904",2024,"Jan",2024,"43-3000","Financial Clerks",12.6156283538611,12.9957959727398,39134
"3905",2024,"Feb",2024.08333333333,"43-3000","Financial Clerks",12.9392971246006,13.1532207036914,38186
"3906",2024,"Mar",2024.16666666667,"43-3000","Financial Clerks",12.6644736842105,12.7397997208908,38304
"3907",2019,"Jan",2019,"43-4000","Information and Record Clerks",3.05291069061106,3.05291069061106,82970
"3908",2019,"Feb",2019.08333333333,"43-4000","Information and Record Clerks",3.02776492943133,3.04033781002119,79993
"3909",2019,"Mar",2019.16666666667,"43-4000","Information and Record Clerks",2.15961508751021,2.7467635691842,90618
"3910",2019,"Apr",2019.25,"43-4000","Information and Record Clerks",2.94046054232997,2.70928018642384,61623
"3911",2019,"May",2019.33333333333,"43-4000","Information and Record Clerks",2.2425667730556,2.44754746763193,95248
"3912",2019,"Jun",2019.41666666667,"43-4000","Information and Record Clerks",2.42048718906594,2.53450483481717,77629
"3913",2019,"Jul",2019.5,"43-4000","Information and Record Clerks",3.0235324841134,2.56219548207831,68926
"3914",2019,"Aug",2019.58333333333,"43-4000","Information and Record Clerks",2.61842168156398,2.68748045158111,104605
"3915",2019,"Sep",2019.66666666667,"43-4000","Information and Record Clerks",2.73427237637168,2.79207551401635,98966
"3916",2019,"Oct",2019.75,"43-4000","Information and Record Clerks",2.59319129988675,2.64862845260747,103309
"3917",2019,"Nov",2019.83333333333,"43-4000","Information and Record Clerks",2.25183256064569,2.52643207896804,89083
"3918",2019,"Dec",2019.91666666667,"43-4000","Information and Record Clerks",2.86551649131644,2.57018011728296,87349
"3919",2020,"Jan",2020,"43-4000","Information and Record Clerks",2.42042805255101,2.51259236817105,99941
"3920",2020,"Feb",2020.08333333333,"43-4000","Information and Record Clerks",2.4763509002578,2.58743181470842,97361
"3921",2020,"Mar",2020.16666666667,"43-4000","Information and Record Clerks",3.0254480805408,2.64074234444987,96746
"3922",2020,"Apr",2020.25,"43-4000","Information and Record Clerks",10.0516164085846,5.18447179646107,51534
"3923",2020,"May",2020.33333333333,"43-4000","Information and Record Clerks",9.33190643632472,7.46965697515005,65410
"3924",2020,"Jun",2020.41666666667,"43-4000","Information and Record Clerks",7.98859757008701,9.12404013833212,86999
"3925",2020,"Jul",2020.5,"43-4000","Information and Record Clerks",9.308977368553,8.87649379165491,87754
"3926",2020,"Aug",2020.58333333333,"43-4000","Information and Record Clerks",11.8358232760912,9.71113273824375,94045
"3927",2020,"Sep",2020.66666666667,"43-4000","Information and Record Clerks",11.8458865200829,10.9968957215757,89778
"3928",2020,"Oct",2020.75,"43-4000","Information and Record Clerks",10.4630435683787,11.3815844548509,96492
"3929",2020,"Nov",2020.83333333333,"43-4000","Information and Record Clerks",11.8114715431362,11.3734672105326,72074
"3930",2020,"Dec",2020.91666666667,"43-4000","Information and Record Clerks",12.9238824003222,11.7327991706124,74490
"3931",2021,"Jan",2021,"43-4000","Information and Record Clerks",12.5591905794715,12.4315148409766,88063
"3932",2021,"Feb",2021.08333333333,"43-4000","Information and Record Clerks",12.3120377858256,12.5983702552064,85323
"3933",2021,"Mar",2021.16666666667,"43-4000","Information and Record Clerks",11.4499904948466,12.1070729533812,120987
